"","Pathway","Type","Plantform","Leafspan","Tregion","Wregion","Wregion2","opt","Date","Time","Datacontrib","Species","Funtype","fitgroup","Location","RH","Tair","Tleaf","CO2S","PARin","Patm","BLCond","Trmmol","SWC","SWP","latitude","longitude","Totalheight","LAI","sampleheight","canopyposition","LWP","LWPpredawn","Instrument","Season","GrowthCa","GrowthTair","Growthcond","Treatment","OriginalFile","Comments","Reference","LightSource","Cond","Photo","VPD","Ci"
"9097","C3","angiosperm","shrub","evergreen","temperate","dry sub-humid",0.727,"opt","none","9:23","Paolo de Angelis","Pistacia lentiscus","Temperate evergreen","spp2_CO2_amb","Montalto di castro Italy",-9999,-9999,32.4,392.8,400,-9999,-9999,-9999,-9999,-9999,42.35,11.6,"-9999","-9999",-9999,"Top",-9999,-1.05,"-9999","-9999","Ambient","-9999","OTC field","OTC CO2_amb","deAngelis macchia species.xls","Avg value from spot measurement_TreeNum is ChambeNum","-9999","-9999",0.191,11.06,2.07,258.6
"5368","C3","angiosperm","shrub","evergreen","temperate","dry sub-humid",0.727,"opt","none","7:04","Paolo de Angelis","Phillyrea angustifolia","Temperate evergreen","spp1_CO2_amb","Montalto di castro Italy",-9999,27.7,27.7,405.7,247,-9999,-9999,-9999,-9999,-9999,42.35,11.6,"-9999","-9999",-9999,"Top",-2.28,-0.88,"-9999","-9999","Ambient","-9999","OTC field","OTC CO2_amb","deAngelis macchia species.xls","Avg value from spot measurement","-9999","-9999",0.165,4.22,1.46,345.5
"5369","C3","angiosperm","shrub","evergreen","temperate","dry sub-humid",0.727,"opt","none","8:07","Paolo de Angelis","Phillyrea angustifolia","Temperate evergreen","spp1_CO2_amb","Montalto di castro Italy",-9999,30.1,30.1,400.3,443,-9999,-9999,-9999,-9999,-9999,42.35,11.6,"-9999","-9999",-9999,"Top",-2.28,-0.88,"-9999","-9999","Ambient","-9999","OTC field","OTC CO2_amb","deAngelis macchia species.xls","Avg value from spot measurement","-9999","-9999",0.1186,6.75,2.01,262.3
"5370","C3","angiosperm","shrub","evergreen","temperate","dry sub-humid",0.727,"opt","none","9:39","Paolo de Angelis","Phillyrea angustifolia","Temperate evergreen","spp1_CO2_amb","Montalto di castro Italy",-9999,32.5,32.5,405.5,695,-9999,-9999,-9999,-9999,-9999,42.35,11.6,"-9999","-9999",-9999,"Top",-2.28,-0.88,"-9999","-9999","Ambient","-9999","OTC field","OTC CO2_amb","deAngelis macchia species.xls","Avg value from spot measurement","-9999","-9999",0.1743,9.41,2.43,272.8
"5371","C3","angiosperm","shrub","evergreen","temperate","dry sub-humid",0.727,"opt","none","10:51","Paolo de Angelis","Phillyrea angustifolia","Temperate evergreen","spp1_CO2_amb","Montalto di castro Italy",-9999,34.3,34.3,383.8,1035,-9999,-9999,-9999,-9999,-9999,42.35,11.6,"-9999","-9999",-9999,"Top",-2.28,-0.88,"-9999","-9999","Ambient","-9999","OTC field","OTC CO2_amb","deAngelis macchia species.xls","Avg value from spot measurement","-9999","-9999",0.1883,12.31,2.87,211.6
"5372","C3","angiosperm","shrub","evergreen","temperate","dry sub-humid",0.727,"opt","none","12:06","Paolo de Angelis","Phillyrea angustifolia","Temperate evergreen","spp1_CO2_amb","Montalto di castro Italy",-9999,35,35,370.9,969,-9999,-9999,-9999,-9999,-9999,42.35,11.6,"-9999","-9999",-9999,"Top",-2.28,-0.88,"-9999","-9999","Ambient","-9999","OTC field","OTC CO2_amb","deAngelis macchia species.xls","Avg value from spot measurement","-9999","-9999",0.26,12.89,2.67,243.5
"5373","C3","angiosperm","shrub","evergreen","temperate","dry sub-humid",0.727,"opt","none","13:34","Paolo de Angelis","Phillyrea angustifolia","Temperate evergreen","spp1_CO2_amb","Montalto di castro Italy",-9999,35.2,35.2,333.4,1128,-9999,-9999,-9999,-9999,-9999,42.35,11.6,"-9999","-9999",-9999,"Top",-2.28,-0.88,"-9999","-9999","Ambient","-9999","OTC field","OTC CO2_amb","deAngelis macchia species.xls","Avg value from spot measurement","-9999","-9999",0.0871,5.7,3.73,191.5
"5374","C3","angiosperm","shrub","evergreen","temperate","dry sub-humid",0.727,"opt","none","15:18","Paolo de Angelis","Phillyrea angustifolia","Temperate evergreen","spp1_CO2_amb","Montalto di castro Italy",-9999,33.9,33.9,323.3,1023,-9999,-9999,-9999,-9999,-9999,42.35,11.6,"-9999","-9999",-9999,"Top",-2.28,-0.88,"-9999","-9999","Ambient","-9999","OTC field","OTC CO2_amb","deAngelis macchia species.xls","Avg value from spot measurement","-9999","-9999",0.1983,8.8,2.8,218.4
"5375","C3","angiosperm","shrub","evergreen","temperate","dry sub-humid",0.727,"opt","none","16:37","Paolo de Angelis","Phillyrea angustifolia","Temperate evergreen","spp1_CO2_amb","Montalto di castro Italy",-9999,33.4,33.4,321.8,495,-9999,-9999,-9999,-9999,-9999,42.35,11.6,"-9999","-9999",-9999,"Top",-2.28,-0.88,"-9999","-9999","Ambient","-9999","OTC field","OTC CO2_amb","deAngelis macchia species.xls","Avg value from spot measurement","-9999","-9999",0.0738,2.54,3.07,244
"5376","C3","angiosperm","shrub","evergreen","temperate","dry sub-humid",0.727,"opt","none","17:11","Paolo de Angelis","Phillyrea angustifolia","Temperate evergreen","spp1_CO2_amb","Montalto di castro Italy",-9999,33,33,323.3,436,-9999,-9999,-9999,-9999,-9999,42.35,11.6,"-9999","-9999",-9999,"Top",-2.28,-0.88,"-9999","-9999","Ambient","-9999","OTC field","OTC CO2_amb","deAngelis macchia species.xls","Avg value from spot measurement","-9999","-9999",0.1243,4.04,2.65,250.4
"5377","C3","angiosperm","shrub","evergreen","temperate","dry sub-humid",0.727,"opt","none","6:45","Paolo de Angelis","Phillyrea angustifolia","Temperate evergreen","spp1_CO2_amb","Montalto di castro Italy",-9999,25,25,365.7,195.3,-9999,-9999,-9999,-9999,-9999,42.35,11.6,"-9999","-9999",-9999,"Top",-2.38,-0.73,"-9999","-9999","Ambient","-9999","OTC field","OTC CO2_amb","deAngelis macchia species.xls","Avg value from spot measurement","-9999","-9999",0.0689,5.13,2.06,224.9
"5378","C3","angiosperm","shrub","evergreen","temperate","dry sub-humid",0.727,"opt","none","8:05","Paolo de Angelis","Phillyrea angustifolia","Temperate evergreen","spp1_CO2_amb","Montalto di castro Italy",-9999,30.9,30.9,358.7,596.2,-9999,-9999,-9999,-9999,-9999,42.35,11.6,"-9999","-9999",-9999,"Top",-2.38,-0.73,"-9999","-9999","Ambient","-9999","OTC field","OTC CO2_amb","deAngelis macchia species.xls","Avg value from spot measurement","-9999","-9999",0.082,7.74,3.18,165.1
"5379","C3","angiosperm","shrub","evergreen","temperate","dry sub-humid",0.727,"opt","none","9:44","Paolo de Angelis","Phillyrea angustifolia","Temperate evergreen","spp1_CO2_amb","Montalto di castro Italy",-9999,34.7,34.7,351.4,1062.3,-9999,-9999,-9999,-9999,-9999,42.35,11.6,"-9999","-9999",-9999,"Top",-2.38,-0.73,"-9999","-9999","Ambient","-9999","OTC field","OTC CO2_amb","deAngelis macchia species.xls","Avg value from spot measurement","-9999","-9999",0.078,7.3,4.56,167
"5380","C3","angiosperm","shrub","evergreen","temperate","dry sub-humid",0.727,"opt","none","10:59","Paolo de Angelis","Phillyrea angustifolia","Temperate evergreen","spp1_CO2_amb","Montalto di castro Italy",-9999,35.1,35.1,354.4,1201.1,-9999,-9999,-9999,-9999,-9999,42.35,11.6,"-9999","-9999",-9999,"Top",-2.38,-0.73,"-9999","-9999","Ambient","-9999","OTC field","OTC CO2_amb","deAngelis macchia species.xls","Avg value from spot measurement","-9999","-9999",0.1086,7.76,4.38,200.4
"5381","C3","angiosperm","shrub","evergreen","temperate","dry sub-humid",0.727,"opt","none","11:58","Paolo de Angelis","Phillyrea angustifolia","Temperate evergreen","spp1_CO2_amb","Montalto di castro Italy",-9999,35.3,35.3,352.7,831.4,-9999,-9999,-9999,-9999,-9999,42.35,11.6,"-9999","-9999",-9999,"Top",-2.38,-0.73,"-9999","-9999","Ambient","-9999","OTC field","OTC CO2_amb","deAngelis macchia species.xls","Avg value from spot measurement","-9999","-9999",0.0944,7.43,3.91,191.1
"5382","C3","angiosperm","shrub","evergreen","temperate","dry sub-humid",0.727,"opt","none","14:53","Paolo de Angelis","Phillyrea angustifolia","Temperate evergreen","spp1_CO2_amb","Montalto di castro Italy",-9999,34.5,34.5,351.1,837.2,-9999,-9999,-9999,-9999,-9999,42.35,11.6,"-9999","-9999",-9999,"Top",-2.38,-0.73,"-9999","-9999","Ambient","-9999","OTC field","OTC CO2_amb","deAngelis macchia species.xls","Avg value from spot measurement","-9999","-9999",0.089,6.82,3.71,199.2
"5383","C3","angiosperm","shrub","evergreen","temperate","dry sub-humid",0.727,"opt","none","16:04","Paolo de Angelis","Phillyrea angustifolia","Temperate evergreen","spp1_CO2_amb","Montalto di castro Italy",-9999,34.3,34.3,351.5,675.3,-9999,-9999,-9999,-9999,-9999,42.35,11.6,"-9999","-9999",-9999,"Top",-2.38,-0.73,"-9999","-9999","Ambient","-9999","OTC field","OTC CO2_amb","deAngelis macchia species.xls","Avg value from spot measurement","-9999","-9999",0.065,4.99,3.63,196.8
"5384","C3","angiosperm","shrub","evergreen","temperate","dry sub-humid",0.727,"opt","none","17:23","Paolo de Angelis","Phillyrea angustifolia","Temperate evergreen","spp1_CO2_amb","Montalto di castro Italy",-9999,31.8,31.8,353.4,330.1,-9999,-9999,-9999,-9999,-9999,42.35,11.6,"-9999","-9999",-9999,"Top",-2.38,-0.73,"-9999","-9999","Ambient","-9999","OTC field","OTC CO2_amb","deAngelis macchia species.xls","Avg value from spot measurement","-9999","-9999",0.06,3.16,2.88,238.7
"992","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,20.97,19.69,375.24,904,NA,NA,1.91,NA,NA,NA,NA,NA,NA,NA,"",-0.7,-0.35,NA,NA,"",NA,"","","","",NA,NA,0.111,4.33,1.28,301
"993","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,21.19,20.07,375.83,195,NA,NA,2.37,NA,NA,NA,NA,NA,NA,NA,"",-0.7,-0.35,NA,NA,"",NA,"","","","",NA,NA,0.131,4.9,1.36,303
"994","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,21.35,20.03,376.23,1164,NA,NA,2.28,NA,NA,NA,NA,NA,NA,NA,"",-0.7,-0.35,NA,NA,"",NA,"","","","",NA,NA,0.122,4.8,1.39,301
"995","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,21.47,20.12,375.15,1128,NA,NA,2.55,NA,NA,NA,NA,NA,NA,NA,"",-0.7,-0.35,NA,NA,"",NA,"","","","",NA,NA,0.141,4.66,1.37,309
"996","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,21.81,20.57,373.8,1163,NA,NA,2.36,NA,NA,NA,NA,NA,NA,NA,"",-0.7,-0.35,NA,NA,"",NA,"","","","",NA,NA,0.131,4.87,1.35,302
"997","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,22,20.72,375.18,1124,NA,NA,2.06,NA,NA,NA,NA,NA,NA,NA,"",-0.7,-0.35,NA,NA,"",NA,"","","","",NA,NA,0.112,4.26,1.37,302
"998","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,20.32,19.88,364.01,431,NA,NA,1.67,NA,NA,NA,NA,NA,NA,NA,"",-1.3,-0.4,NA,NA,"",NA,"","","","",NA,NA,0.121,8.3,1.03,244
"999","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,20.74,20.29,364.06,423,NA,NA,1.78,NA,NA,NA,NA,NA,NA,NA,"",-1.3,-0.4,NA,NA,"",NA,"","","","",NA,NA,0.127,7.55,1.06,258
"1000","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,21.13,20.49,364.42,334,NA,NA,1.42,NA,NA,NA,NA,NA,NA,NA,"",-1.3,-0.4,NA,NA,"",NA,"","","","",NA,NA,0.106,7.21,1,245
"1001","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,21.42,20.53,367.43,322,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,"",-1.3,-0.4,NA,NA,"",NA,"","","","",NA,NA,0.129,5.94,1.1,283
"1002","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,21.67,20.68,369.13,307,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,"",-1.3,-0.4,NA,NA,"",NA,"","","","",NA,NA,0.145,6.51,1.2,285
"1003","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,21.9,20.94,378.29,311,NA,NA,1.97,NA,NA,NA,NA,NA,NA,NA,"",-1.3,-0.4,NA,NA,"",NA,"","","","",NA,NA,0.122,8.39,1.2,256
"1004","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,22.1,21.12,366.94,323,NA,NA,2.02,NA,NA,NA,NA,NA,NA,NA,"",-1.3,-0.4,NA,NA,"",NA,"","","","",NA,NA,0.124,6.73,1.22,268
"1005","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,22.28,21.29,366.87,310,NA,NA,2.04,NA,NA,NA,NA,NA,NA,NA,"",-1.3,-0.4,NA,NA,"",NA,"","","","",NA,NA,0.126,6.38,1.21,274
"1006","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,22.48,21.47,366.12,309,NA,NA,1.97,NA,NA,NA,NA,NA,NA,NA,"",-1.3,-0.4,NA,NA,"",NA,"","","","",NA,NA,0.121,7.2,1.22,259
"1007","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,28.56,29.21,373.86,1499,NA,NA,2.37,NA,NA,NA,NA,NA,NA,NA,"",-0.5,-0.15,NA,NA,"",NA,"","","","",NA,NA,0.0715,7.32,2.41,191
"1008","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,28.58,29.21,374.76,1499,NA,NA,1.01,NA,NA,NA,NA,NA,NA,NA,"",-0.5,-0.15,NA,NA,"",NA,"","","","",NA,NA,0.0298,7.87,2.45,-60.6
"1009","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,28.59,29.24,374.45,1500,NA,NA,2.33,NA,NA,NA,NA,NA,NA,NA,"",-0.5,-0.15,NA,NA,"",NA,"","","","",NA,NA,0.0694,7.76,2.45,177
"1010","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,27.54,28.12,368.78,1499,NA,NA,2.73,NA,NA,NA,NA,NA,NA,NA,"",-0.45,-0.25,NA,NA,"",NA,"","","","",NA,NA,0.0957,10.1,2.1,182
"1011","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,27.65,28.24,373.28,1500,NA,NA,0.893,NA,NA,NA,NA,NA,NA,NA,"",-0.45,-0.25,NA,NA,"",NA,"","","","",NA,NA,0.031,8.42,2.07,-71.8
"1012","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,27.73,28.34,372.58,1499,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,"",-0.45,-0.25,NA,NA,"",NA,"","","","",NA,NA,0.0524,10.9,2.07,24.4
"1013","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,28.19,29.36,379.99,1500,NA,NA,0.942,NA,NA,NA,NA,NA,NA,NA,"",-1.15,-0.3,NA,NA,"",NA,"","","","",NA,NA,0.0252,3.01,2.69,171
"1014","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,28.16,29.36,379.76,1501,NA,NA,0.684,NA,NA,NA,NA,NA,NA,NA,"",-1.15,-0.3,NA,NA,"",NA,"","","","",NA,NA,0.0175,1.98,2.8,180
"1015","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,28.5,30.04,381.25,1501,NA,NA,1.32,NA,NA,NA,NA,NA,NA,NA,"",-1.3,-0.4,NA,NA,"",NA,"","","","",NA,NA,0.0368,2.74,2.58,243
"1016","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,28.49,30,381.41,1501,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,"",-1.3,-0.4,NA,NA,"",NA,"","","","",NA,NA,0.0495,3.03,2.63,263
"1017","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,28.48,29.99,381.49,1501,NA,NA,1.51,NA,NA,NA,NA,NA,NA,NA,"",-1.3,-0.4,NA,NA,"",NA,"","","","",NA,NA,0.0403,2.86,2.71,247
"1018","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,29.07,30.4,381.29,1500,NA,NA,0.501,NA,NA,NA,NA,NA,NA,NA,"",-0.5,-0.25,NA,NA,"",NA,"","","","",NA,NA,0.0128,2.31,2.79,76.4
"1019","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,29.08,30.47,382.31,1499,NA,NA,1.24,NA,NA,NA,NA,NA,NA,NA,"",-0.5,-0.25,NA,NA,"",NA,"","","","",NA,NA,0.0313,4.04,2.84,156
"1020","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,29.09,30.46,380.09,1499,NA,NA,0.826,NA,NA,NA,NA,NA,NA,NA,"",-0.5,-0.25,NA,NA,"",NA,"","","","",NA,NA,0.0206,3.31,2.87,105
"1021","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,28.85,29.21,369.16,1500,NA,NA,0.723,NA,NA,NA,NA,NA,NA,NA,"",-0.6,-0.4,NA,NA,"",NA,"","","","",NA,NA,0.0201,5.06,2.57,-45
"1022","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,29.5,29.27,363.33,1500,NA,NA,4.86,NA,NA,NA,NA,NA,NA,NA,"",-0.7,-0.4,NA,NA,"",NA,"","","","",NA,NA,0.132,10.4,2.74,215
"1023","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,29.5,29.25,363.76,1500,NA,NA,4.81,NA,NA,NA,NA,NA,NA,NA,"",-0.7,-0.4,NA,NA,"",NA,"","","","",NA,NA,0.129,10.5,2.77,211
"1024","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,29.5,29.24,364.54,1500,NA,NA,5.13,NA,NA,NA,NA,NA,NA,NA,"",-0.7,-0.4,NA,NA,"",NA,"","","","",NA,NA,0.134,11,2.84,211
"1025","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,29.44,30.6,370.92,1499,NA,NA,0.644,NA,NA,NA,NA,NA,NA,NA,"",-1.05,-0.9,NA,NA,"",NA,"","","","",NA,NA,0.013,4.91,3.55,-242
"1026","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,29.44,30.61,371.26,1499,NA,NA,0.595,NA,NA,NA,NA,NA,NA,NA,"",-1.05,-0.9,NA,NA,"",NA,"","","","",NA,NA,0.012,4.83,3.55,-280
"1027","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,29.45,30.64,372.23,1499,NA,NA,1.22,NA,NA,NA,NA,NA,NA,NA,"",-1.05,-0.9,NA,NA,"",NA,"","","","",NA,NA,0.0244,4.66,3.59,47.8
"1028","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,29.05,30.07,377.58,1501,NA,NA,1.02,NA,NA,NA,NA,NA,NA,NA,"",-2,-1.35,NA,NA,"",NA,"","","","",NA,NA,0.0052,3.64,3.63,69.6
"1029","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,29.68,30.18,377.34,1499,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,"",-1.5,-0.45,NA,NA,"",NA,"","","","",NA,NA,0.0347,5.53,3.32,102
"1030","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,29.69,30.18,377.5,1499,NA,NA,1.39,NA,NA,NA,NA,NA,NA,NA,"",-1.5,-0.45,NA,NA,"",NA,"","","","",NA,NA,0.0298,5.18,3.35,79.9
"1031","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,29.78,30.29,372.66,1499,NA,NA,2.09,NA,NA,NA,NA,NA,NA,NA,"",-1.5,-0.45,NA,NA,"",NA,"","","","",NA,NA,0.0446,5.68,3.38,146
"1032","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,30.1,30.47,362.61,1500,NA,NA,3.78,NA,NA,NA,NA,NA,NA,NA,"",-0.75,-0.35,NA,NA,"",NA,"","","","",NA,NA,0.0911,11,3.03,147
"1033","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,30.1,30.47,362.92,1500,NA,NA,3.83,NA,NA,NA,NA,NA,NA,NA,"",-0.75,-0.35,NA,NA,"",NA,"","","","",NA,NA,0.0921,11.1,3.05,147
"1034","","","","","","",NA,"Anderegg 2011","","","","Populus tremuloides","","","",NA,30.1,30.47,364.94,1500,NA,NA,4.26,NA,NA,NA,NA,NA,NA,NA,"",-0.75,-0.35,NA,NA,"",NA,"","","","",NA,NA,0.1,11.6,3.12,156
"1064","","","","","","",106.5518897,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,29.775,374.115,700,NA,NA,6.605,NA,NA,NA,NA,NA,NA,NA,"",NA,-1,NA,NA,"",NA,"","","","",NA,NA,0.335,21.83,1.78,249.375
"1065","","","","","","",91.21273309,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,30.36666667,374.74,700,NA,NA,3.756666667,NA,NA,NA,NA,NA,NA,NA,"",NA,-1.253333333,NA,NA,"",NA,"","","","",NA,NA,0.193333333,15.11666667,1.776666667,223.6266667
"1066","","","","","","",95.67978908,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,29.55333333,374.79,700,NA,NA,4.493333333,NA,NA,NA,NA,NA,NA,NA,"",NA,-1.225,NA,NA,"",NA,"","","","",NA,NA,0.24,13.21666667,1.693333333,261.7766667
"1067","","","","","","",108.8671164,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,28.90333333,375.18,700,NA,NA,8.623333333,NA,NA,NA,NA,NA,NA,NA,"",NA,-0.443333333,NA,NA,"",NA,"","","","",NA,NA,0.416666667,21.94666667,1.876666667,268
"1068","","","","","","",91.38257887,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,28.335,374.785,700,NA,NA,5.49,NA,NA,NA,NA,NA,NA,NA,"",NA,-1.05,NA,NA,"",NA,"","","","",NA,NA,0.245,18.02,2.005,237.465
"1069","","","","","","",86.5865643,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,28.1375,374.545,700,NA,NA,5.87,NA,NA,NA,NA,NA,NA,NA,"",NA,-0.933333333,NA,NA,"",NA,"","","","",NA,NA,0.295,17.7925,1.8325,251.4175
"1074","","","","","","",99.73933356,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,30.18333333,374.8333333,700,NA,NA,7.573333333,NA,NA,NA,NA,NA,NA,NA,"",NA,-0.85,NA,NA,"",NA,"","","","",NA,NA,0.333333333,18.34,2.123333333,246.1766667
"1076","","","","","","",86.00855917,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,31.145,374.835,700,NA,NA,7.915,NA,NA,NA,NA,NA,NA,NA,"",NA,-1,NA,NA,"",NA,"","","","",NA,NA,0.43,13.045,1.88,273.835
"1077","","","","","","",108.4484047,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,31.11,374.4366667,700,NA,NA,4.33,NA,NA,NA,NA,NA,NA,NA,"",NA,-1.366666667,NA,NA,"",NA,"","","","",NA,NA,0.153333333,13.80333333,2.433333333,201.6666667
"1078","","","","","","",98.11381829,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,30.18666667,374.5033333,700,NA,NA,4.88,NA,NA,NA,NA,NA,NA,NA,"",NA,-1.883333333,NA,NA,"",NA,"","","","",NA,NA,0.426666667,14.89333333,1.666666667,250.89
"1079","","","","","","",65.405,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,31.4625,374.7425,700,NA,NA,3.4025,NA,NA,NA,NA,NA,NA,NA,"",NA,-5.4,NA,NA,"",NA,"","","","",NA,NA,0.07,3.6575,4.115,261.135
"1080","","","","","","",43.49,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,31.49666667,374.7866667,700,NA,NA,2.68,NA,NA,NA,NA,NA,NA,NA,"",NA,-1.75,NA,NA,"",NA,"","","","",NA,NA,0.06,3.766666667,4.146666667,264.75
"1081","","","","","","",50.8175,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,30.906,374.368,700,NA,NA,4.134,NA,NA,NA,NA,NA,NA,NA,"",NA,-4.66,NA,NA,"",NA,"","","","",NA,NA,0.092,6.774,3.864,237.64
"1082","","","","","","",79.32,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,30.84,375.1933333,700,NA,NA,1.493333333,NA,NA,NA,NA,NA,NA,NA,"",NA,-3.215,NA,NA,"",NA,"","","","",NA,NA,0.043333333,3.036666667,2.846666667,248.84
"1083","","","","","","",103.78,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,30.10666667,375.19,700,NA,NA,3.406666667,NA,NA,NA,NA,NA,NA,NA,"",NA,-2.9,NA,NA,"",NA,"","","","",NA,NA,0.103333333,10.65,2.783333333,175.44
"1084","","","","","","",63.83666667,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,30.23,375.0375,700,NA,NA,2.1375,NA,NA,NA,NA,NA,NA,NA,"",NA,-2.3,NA,NA,"",NA,"","","","",NA,NA,0.07,8.025,2.66,167.52
"1085","","","","","","",120.37,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,30.94333333,374.9166667,700,NA,NA,9.843333333,NA,NA,NA,NA,NA,NA,NA,"",NA,-1.55,NA,NA,"",NA,"","","","",NA,NA,0.27,18.21333333,3.226666667,243.2633333
"1086","","","","","","",72.295,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,31.128,374.94,700,NA,NA,4.128,NA,NA,NA,NA,NA,NA,NA,"",NA,-1.5,NA,NA,"",NA,"","","","",NA,NA,0.12,7.108,3.148,254.056
"1087","","","","","","",94.54,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,31.8425,375.07,700,NA,NA,3.98,NA,NA,NA,NA,NA,NA,NA,"",NA,-0.12,NA,NA,"",NA,"","","","",NA,NA,0.0925,4.2025,3.6675,301.81
"1088","","","","","","",139.7533333,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,31.25666667,375,700,NA,NA,8.42,NA,NA,NA,NA,NA,NA,NA,"",NA,-0.566666667,NA,NA,"",NA,"","","","",NA,NA,0.226666667,13.83666667,3.363333333,240.3333333
"1089","","","","","","",86.99,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,30.89833333,374.685,700,NA,NA,5.685,NA,NA,NA,NA,NA,NA,NA,"",NA,-1.333333333,NA,NA,"",NA,"","","","",NA,NA,0.158333333,11.77166667,3.31,217.345
"1090","","","","","","",106.7533333,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,32.2425,374.9475,700,NA,NA,5.905,NA,NA,NA,NA,NA,NA,NA,"",NA,-1.295,NA,NA,"",NA,"","","","",NA,NA,0.1375,11.2125,3.805,230.4425
"1091","","","","","","",91.01366667,"Resco et al. 2009","","","","Prosopis velutina","","","",NA,NA,32.23166667,375.1683333,700,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,"",NA,-1.633333333,NA,NA,"",NA,"","","","",NA,NA,0.196666667,11.685,3.831666667,224.7233333
